0/casedecisions,0/caseid,0/caseno,0/caseproceedings/0/arb_history,0/caseproceedings/0/arbitrators,0/caseproceedings/0/claimant,0/caseproceedings/0/claimanthdr,0/caseproceedings/0/clmnt_nationality,0/caseproceedings/0/compoftribunalhdr,0/caseproceedings/0/dateconstituted,0/caseproceedings/0/datecreated,0/caseproceedings/0/dateofconsthdr,0/caseproceedings/0/datepublished,0/caseproceedings/0/daterange,0/caseproceedings/0/dateregistered,0/caseproceedings/0/development,0/caseproceedings/0/isapproved,0/caseproceedings/0/language,0/caseproceedings/0/lastproc,0/caseproceedings/0/president,0/caseproceedings/0/proceedingid,0/caseproceedings/0/prsdnt_history,0/caseproceedings/0/prtyisapproved,0/caseproceedings/0/reconstituted,0/caseproceedings/0/remarks,0/caseproceedings/0/resp_nationality,0/caseproceedings/0/respondent,0/caseproceedings/0/sequenceno,0/caseproceedings/0/status,0/caseproceedings/0/title,0/caseproceedings/0/trbisapproved,0/caseproceedings/0/trbnlid,0/casetitle,0/casetype,0/claimant,0/econsector,0/instrumentinvk1,0/instrumentinvk2,0/isapproved,0/partiessub,0/respondent,0/rulesapplied,0/seatarbitration,0/status,0/subject,0/caseproceedings/1/arb_history,0/caseproceedings/1/arbitrators,0/caseproceedings/1/claimant,0/caseproceedings/1/claimanthdr,0/caseproceedings/1/clmnt_nationality,0/caseproceedings/1/compoftribunalhdr,0/caseproceedings/1/dateconstituted,0/caseproceedings/1/datecreated,0/caseproceedings/1/dateofconsthdr,0/caseproceedings/1/datepublished,0/caseproceedings/1/daterange,0/caseproceedings/1/dateregistered,0/caseproceedings/1/development,0/caseproceedings/1/isapproved,0/caseproceedings/1/language,0/caseproceedings/1/lastproc,0/caseproceedings/1/president,0/caseproceedings/1/proceedingid,0/caseproceedings/1/prsdnt_history,0/caseproceedings/1/prtyisapproved,0/caseproceedings/1/reconstituted,0/caseproceedings/1/remarks,0/caseproceedings/1/resp_nationality,0/caseproceedings/1/respondent,0/caseproceedings/1/sequenceno,0/caseproceedings/1/status,0/caseproceedings/1/title,0/caseproceedings/1/trbisapproved,0/caseproceedings/1/trbnlid,0/caseproceedings/2/arb_history,0/caseproceedings/2/arbitrators,0/caseproceedings/2/claimant,0/caseproceedings/2/claimanthdr,0/caseproceedings/2/clmnt_nationality,0/caseproceedings/2/compoftribunalhdr,0/caseproceedings/2/dateconstituted,0/caseproceedings/2/datecreated,0/caseproceedings/2/dateofconsthdr,0/caseproceedings/2/datepublished,0/caseproceedings/2/daterange,0/caseproceedings/2/dateregistered,0/caseproceedings/2/development,0/caseproceedings/2/isapproved,0/caseproceedings/2/language,0/caseproceedings/2/lastproc,0/caseproceedings/2/president,0/caseproceedings/2/proceedingid,0/caseproceedings/2/prsdnt_history,0/caseproceedings/2/prtyisapproved,0/caseproceedings/2/reconstituted,0/caseproceedings/2/remarks,0/caseproceedings/2/resp_nationality,0/caseproceedings/2/respondent,0/caseproceedings/2/sequenceno,0/caseproceedings/2/status,0/caseproceedings/2/title,0/caseproceedings/2/trbisapproved,0/caseproceedings/2/trbnlid,0/caseproceedings/3/arb_history,0/caseproceedings/3/arbitrators,0/caseproceedings/3/claimant,0/caseproceedings/3/claimanthdr,0/caseproceedings/3/clmnt_nationality,0/caseproceedings/3/compoftribunalhdr,0/caseproceedings/3/dateconstituted,0/caseproceedings/3/datecreated,0/caseproceedings/3/dateofconsthdr,0/caseproceedings/3/datepublished,0/caseproceedings/3/daterange,0/caseproceedings/3/dateregistered,0/caseproceedings/3/development,0/caseproceedings/3/isapproved,0/caseproceedings/3/language,0/caseproceedings/3/lastproc,0/caseproceedings/3/president,0/caseproceedings/3/proceedingid,0/caseproceedings/3/prsdnt_history,0/caseproceedings/3/prtyisapproved,0/caseproceedings/3/reconstituted,0/caseproceedings/3/remarks,0/caseproceedings/3/resp_nationality,0/caseproceedings/3/respondent,0/caseproceedings/3/sequenceno,0/caseproceedings/3/status,0/caseproceedings/3/title,0/caseproceedings/3/trbisapproved,0/caseproceedings/3/trbnlid,0/caseproceedings/4/arb_history,0/caseproceedings/4/arbitrators,0/caseproceedings/4/claimant,0/caseproceedings/4/claimanthdr,0/caseproceedings/4/clmnt_nationality,0/caseproceedings/4/compoftribunalhdr,0/caseproceedings/4/dateconstituted,0/caseproceedings/4/datecreated,0/caseproceedings/4/dateofconsthdr,0/caseproceedings/4/datepublished,0/caseproceedings/4/daterange,0/caseproceedings/4/dateregistered,0/caseproceedings/4/development,0/caseproceedings/4/isapproved,0/caseproceedings/4/language,0/caseproceedings/4/lastproc,0/caseproceedings/4/president,0/caseproceedings/4/proceedingid,0/caseproceedings/4/prsdnt_history,0/caseproceedings/4/prtyisapproved,0/caseproceedings/4/reconstituted,0/caseproceedings/4/remarks,0/caseproceedings/4/resp_nationality,0/caseproceedings/4/respondent,0/caseproceedings/4/sequenceno,0/caseproceedings/4/status,0/caseproceedings/4/title,0/caseproceedings/4/trbisapproved,0/caseproceedings/4/trbnlid,0/caseproceedings/5/arb_history,0/caseproceedings/5/arbitrators,0/caseproceedings/5/claimant,0/caseproceedings/5/claimanthdr,0/caseproceedings/5/clmnt_nationality,0/caseproceedings/5/compoftribunalhdr,0/caseproceedings/5/dateconstituted,0/caseproceedings/5/datecreated,0/caseproceedings/5/dateofconsthdr,0/caseproceedings/5/datepublished,0/caseproceedings/5/daterange,0/caseproceedings/5/dateregistered,0/caseproceedings/5/development,0/caseproceedings/5/isapproved,0/caseproceedings/5/language,0/caseproceedings/5/lastproc,0/caseproceedings/5/president,0/caseproceedings/5/proceedingid,0/caseproceedings/5/prsdnt_history,0/caseproceedings/5/prtyisapproved,0/caseproceedings/5/reconstituted,0/caseproceedings/5/remarks,0/caseproceedings/5/resp_nationality,0/caseproceedings/5/respondent,0/caseproceedings/5/sequenceno,0/caseproceedings/5/status,0/caseproceedings/5/title,0/caseproceedings/5/trbisapproved,0/caseproceedings/5/trbnlid,0/caseproceedings/6/arb_history,0/caseproceedings/6/arbitrators,0/caseproceedings/6/claimant,0/caseproceedings/6/claimanthdr,0/caseproceedings/6/clmnt_nationality,0/caseproceedings/6/compoftribunalhdr,0/caseproceedings/6/dateconstituted,0/caseproceedings/6/datecreated,0/caseproceedings/6/dateofconsthdr,0/caseproceedings/6/datepublished,0/caseproceedings/6/daterange,0/caseproceedings/6/dateregistered,0/caseproceedings/6/development,0/caseproceedings/6/isapproved,0/caseproceedings/6/language,0/caseproceedings/6/lastproc,0/caseproceedings/6/president,0/caseproceedings/6/proceedingid,0/caseproceedings/6/prsdnt_history,0/caseproceedings/6/prtyisapproved,0/caseproceedings/6/reconstituted,0/caseproceedings/6/remarks,0/caseproceedings/6/resp_nationality,0/caseproceedings/6/respondent,0/caseproceedings/6/sequenceno,0/caseproceedings/6/status,0/caseproceedings/6/title,0/caseproceedings/6/trbisapproved,0/caseproceedings/6/trbnlid,0/caseproceedings/7/arb_history,0/caseproceedings/7/arbitrators,0/caseproceedings/7/claimant,0/caseproceedings/7/claimanthdr,0/caseproceedings/7/clmnt_nationality,0/caseproceedings/7/compoftribunalhdr,0/caseproceedings/7/dateconstituted,0/caseproceedings/7/datecreated,0/caseproceedings/7/dateofconsthdr,0/caseproceedings/7/datepublished,0/caseproceedings/7/daterange,0/caseproceedings/7/dateregistered,0/caseproceedings/7/development,0/caseproceedings/7/isapproved,0/caseproceedings/7/language,0/caseproceedings/7/lastproc,0/caseproceedings/7/president,0/caseproceedings/7/proceedingid,0/caseproceedings/7/prsdnt_history,0/caseproceedings/7/prtyisapproved,0/caseproceedings/7/reconstituted,0/caseproceedings/7/remarks,0/caseproceedings/7/resp_nationality,0/caseproceedings/7/respondent,0/caseproceedings/7/sequenceno,0/caseproceedings/7/status,0/caseproceedings/7/title,0/caseproceedings/7/trbisapproved,0/caseproceedings/7/trbnlid
,C6206,,,<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=377' target=_blank>L. Yves FORTIER</a>  (Canadian)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=131' target=_blank>Daniel BETHLEHEM</a>  (British)  - Appointed by the Respondent(s),"Chryssafinis & Polyviou, Nicosia, Cyprus <br>Joseph Hage Aaronson, London, U.K. ",Claimant(s)/Nationality(ies):,Bank of Cyprus Public Company Limited (Cypriot),Composition of Tribunal,"August 7, 2017",,Date of Constitution of Tribunal:,,,"February 2, 2017",,Y,English,"December 12, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">The Tribunal holds a hearing regarding the Respondent&rsquo;s jurisdictional objection in Zurich.</span>",<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=386' target=_blank>Lawrence COLLINS</a>  (British)  - Appointed by Co-Arbitrators,PR7696,,Y,,,Hellenic Republic (Greek),"Cleary Gottlieb Steen & Hamilton, Paris, France and London, U.K.<br>Legal Council of the State, Athens, Greece",,Pending,Original Proceeding,Y,TR8431,Bank of Cyprus Public Company Limited v. Hellenic Republic (ICSID Case No. ARB/17/4),,,Finance,BIT Cyprus - Greece 1992,,Y,,,ICSID Convention - Arbitration Rules,,CD27,Debt instruments and banking services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C6126,,,<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=113' target=_blank>Charles PONCET</a>  (Swiss)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=2396' target=_blank>Deva VILLANUA GOMEZ</a>  (Spanish)  - Appointed by the Respondent(s),"King & Spalding, Paris, France and Houston, TX, U.S.A.",Claimant(s)/Nationality(ies):,Air Canada (Canadian),Composition of Tribunal,"September 26, 2017",,Date of Constitution of Tribunal:,,,"January 13, 2017",,Y,"English,Spanish","December 14, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">The Claimant files a reply memorial on the merits and a counter-memorial on jurisdiction.</span>",<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=523' target=_blank>Pierre TERCIER</a>  (Swiss)  - Appointed by the Chairman of the Administrative Council,PR7616,,Y,,,Bolivarian Republic of Venezuela (Venezuelan),"De Jesús & De Jesús, Caracas, Venezuela<br>Procuraduría General de la República, Caracas, Venezuela",,Pending,Original Proceeding,Y,TR8551,Air Canada v. Bolivarian Republic of Venezuela (ICSID Case No. ARB(AF)/17/1),,,Transportation,"BIT Canada - Venezuela,  Republica Bolivariana de 1996",,Y,,,ICSID Additional Facility - Arbitration Rules,,CD27,Air transportation services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C6086,,,"<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=261' target=_blank>Horacio A. GRIGERA NAÓN</a>  (Argentine)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=515' target=_blank>Philippe SANDS</a>  (British, French)  - Appointed by the Respondent(s)","Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A.",Claimant(s)/Nationality(ies):,Eco Oro Minerals Corp. (Canadian),Composition of Tribunal,"September 11, 2017",,Date of Constitution of Tribunal:,,,"December 29, 2016",,Y,"English,Spanish","October 10, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">The Tribunal issues Procedural Order No. 4 concerning procedural matters.</span>",<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=2376' target=_blank>Juliet BLANCH</a>  (British)  - Appointed by the Secretary-General,PR7556,,Y,,,Republic of Colombia (Colombian),"Agencia Nacional de Defensa Jurídica del Estado, Bogotá, Colombia<br>Latham & Watkins, Paris, France",,Pending,Original Proceeding,Y,TR8491,Eco Oro Minerals Corp. v. Republic of Colombia (ICSID Case No. ARB/16/41),,,"Oil, Gas & Mining",,FTA Canada - Colombia,Y,,,ICSID Convention - Arbitration Rules,,CD27,Mining concession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C6066,,,<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=2717' target=_blank>Elliot POLEBAUM</a>  (U.S.)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=2718' target=_blank>Howard MANN</a>  (Canadian)  - Appointed by the Respondent(s),"Baker & McKenzie, Washington, D.C., U.S.A.",Claimant(s)/Nationality(ies):,Saint Patrick Properties Corporation (Barbadian),Composition of Tribunal,"January 10, 2018",,Date of Constitution of Tribunal:,,,"December 19, 2016",,Y,"English,Spanish","October 24, 2018 - <p class=""MsoNormal"" style=""margin-right: 8.65pt;""><span style=""font-family: 'Times New Roman',serif;"">The Tribunal issues Procedural Order No. 2 concerning the Respondent&rsquo;s request to address the objections to jurisdiction as a preliminary question; as a result, the proceeding on the merits is suspended.</span>","<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=1976' target=_blank>Laurence SHORE</a>  (British, U.S.)  - Appointed by the Parties",PR7536,,Y,,,Bolivarian Republic of Venezuela (Venezuelan),"GST, Miami, FL, U.S.A.<br>Procuraduría General de la República, Caracas, Venezuela",,Pending,Original Proceeding,Y,TR8834,Saint Patrick Properties Corporation v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/16/40),,,Transportation,"BIT Venezuela,  Republica Bolivariana de - Barbados 1994",,Y,,,ICSID Convention - Arbitration Rules,,CD27,Marine transport and related services enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C5966,,,<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=318' target=_blank>John  BEECHEY</a>  (British)  - Appointed by the Claimant(s)<br>Michael WOOD  (British)  - Appointed by the Respondent(s),"Bredin Prat AARPI, Paris, France",Claimant(s)/Nationality(ies):,"Emergofin B.V. (Dutch), Velbay Holdings Ltd. (Dutch)",Composition of Tribunal,"March 15, 2017",,Date of Constitution of Tribunal:,,,"November 9, 2016",,Y,,"July 9, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">The Tribunal holds a hearing on production of documents by telephone conference.</span>",<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=659' target=_blank>Zachary DOUGLAS</a>  (Australian)  - Appointed by Co-Arbitrators,PR7356,,Y,,,Ukraine (Ukrainian),"Minister of Justice of Ukraine, Kiev, Ukraine<br>Prime Minister of Ukraine<br>Shearman & Sterling, Paris, France",,Pending,Original Proceeding,Y,TR8011,Emergofin B.V. and Velbay Holdings Ltd. v. Ukraine (ICSID Case No. ARB/16/35),,,"Oil, Gas & Mining",BIT Netherlands - Ukraine 1994,,Y,,,ICSID Convention - Arbitration Rules,,CD27,Aluminium and alumina production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C6026,,,<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=358' target=_blank>Kaj HOBÉR</a>  (Swedish)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=615' target=_blank>Toby LANDAU</a>  (British)  - Appointed by the Respondent(s),"Advokatfirmaet Schjødt, Oslo, Norway",Claimant(s)/Nationality(ies):,"EBO Invest AS (Norwegian), Rox Holding AS (Norwegian), Staur Eiendom AS (Norwegian)",Composition of Tribunal,"April 13, 2017",,Date of Constitution of Tribunal:,,,"December 6, 2016",,Y,,"December 13, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">The Respondent files a rejoinder on the merits.</span>","<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=191' target=_blank>Eric SCHWARTZ</a>  (French, U.S.)  - Appointed by the Parties",PR7496,,Y,,,Republic of Latvia (Latvian),"Lalive, Geneva, Switzerland <br>Ministry of Transport, Riga, Latvia",,Pending,Original Proceeding,Y,TR8031,"Staur Eiendom AS, EBO Invest AS and Rox Holding AS v. Republic of Latvia (ICSID Case No. ARB/16/38)",,,Construction,BIT Norway - Latvia 1992,,Y,,,ICSID Convention - Arbitration Rules,,CD27,Airport project construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C5986,,,Ian LAIRD  (Canadian)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=261' target=_blank>Horacio A. GRIGERA NAÓN</a>  (Argentine)  - Appointed by the Respondent(s),"Baroš Law Office (B&B Legal Banja Luka), Republic of Srpska, Bosnia and Herzegovina<br>Bojović & Partners, Belgrade, Serbia<br>Mitchell Silberberg & Knupp, Washington, D.C., U.S.A.<br>Scrantom Dulles International, Washington, D.C., U.S.A.",Claimant(s)/Nationality(ies):,"Boris Goljevšček (Slovenian), Viaduct d.o.o. Portorož (Slovenian), Vladimir Zevnik (Slovenian)",Composition of Tribunal,"August 6, 2018",,Date of Constitution of Tribunal:,,,"November 15, 2016",,Y,,"December 7, 2018 - <span style=""font-family: Times New Roman; font-size: medium;""><span style=""font-family: Calibri; font-size: medium;"">The Claimants file observations on the Respondent&rsquo;s application for security for costs.</span></span>","<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=646' target=_blank>William W. PARK</a>  (Swiss, U.S.)  - Appointed by Co-Arbitrators",PR7376,,Y,,,Bosnia and Herzegovina (Bosnian),"Attorney General, Sarajevo, Bosnia and Herzegovina<br>Picard Kentz & Rowe, Washington, D.C., U.S.A.<br>Karanovic & Nikolic o.a.d., Belgrade, Serbia<br>zeiler.partners Rechtsanwälte GmbH, Vienna, Austria",,Pending,Original Proceeding,Y,TR9241,"Viaduct d.o.o. Portorož, Vladimir Zevnik and Boris Goljevšček v. Bosnia and Herzegovina (ICSID Case No. ARB/16/36)",,,Electric Power & Other Energy,BIT Bosnia and Herzegovina - Slovenia 2001,ECT (Energy Charter Treaty),Y,,,ICSID Convention - Arbitration Rules,,CD27,Hydroelectric power plants ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C6006,,,"<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=582' target=_blank>Stanimir A. ALEXANDROV</a>  (Bulgarian)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=515' target=_blank>Philippe SANDS</a>  (British, French)  - Appointed by the Respondent(s)","Amereller Legal Consultants, Dubai, United Arab Emirates",Claimant(s)/Nationality(ies):,"Fund III Egypt, LLC (U.S.), OMLP Egypt Holdings I, LLC (U.S.), LP Egypt Holdings I, LLC (U.S.)",Composition of Tribunal,"February 26, 2018",,Date of Constitution of Tribunal:,,,"November 15, 2016",,Y,English,"July 11, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA; mso-fareast-theme-font: minor-latin;"">The Tribunal issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44.</span>",<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=252' target=_blank>Hans VAN HOUTTE</a>  (Belgian)  - Appointed by the Parties,PR7396,,Y,,,Arab Republic of Egypt (Egyptian),"Egyptian State Lawsuits Authority, Giza, Arab Republic of Egypt",,Concluded,Original Proceeding,Y,TR8933,"LP Egypt Holdings I, LLC, Fund III Egypt, LLC and OMLP Egypt Holdings I, LLC v. Arab Republic of Egypt  (ICSID Case No. ARB/16/37)",,,Construction,"BIT Egypt,  Arab Republic of - United States of America 1986",,Y,,,ICSID Convention - Arbitration Rules,,CD28,Housing construction project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C6046,,,<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=113' target=_blank>Charles PONCET</a>  (Swiss)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=91' target=_blank>Brigitte STERN</a>  (French)  - Appointed by the Respondent(s),"King Spalding, Paris, France, Frankfurt, Germany and Houston, TX, U.S.A.<br>Orrick, Herrington & Sutcliffe Rome and Milan, Italy",Claimant(s)/Nationality(ies):,"VC Holding II S.a.r.l. (Luxembourg), CIC Renewable Energies Italy GmbH (German), Enernovum Asset 1 GmbH  (German), SolEs Zarasol GmbH  (German), SolEs XX Projekt GmbH (German), SolEs XXI Projekt GmbH (German), SolEs XXII Projekt GmbH (German), SolEs XXIII Projekt GmbH (German), Enernovum GmbH  (German), Foresight European Solar 2 Ltd. (British), Foresight Luxembourg Solar 4 S.a.r.l. (Luxembourg), Foresight Luxembourg (VCT) 2 S.a.r.l. (Luxembourg)",Composition of Tribunal,"August 4, 2017",,Date of Constitution of Tribunal:,,,"December 6, 2016",,Y,English,"October 18, 2018 - <span style=""font-family: Times New Roman; font-size: medium;""> <span style=""font-family: Calibri; font-size: medium;"">The Tribunal issues Procedural Order No. 2 concerning the Respondent&rsquo;s request to address the objections to jurisdiction as a preliminary question.</span></span>","<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=825' target=_blank>Klaus REICHERT</a>  (German, Irish)  - Appointed by Co-Arbitrators",PR7516,,Y,,,Italian Republic (Italian),"Gabriella Palmieri, Vice Avvocato Generale dello Stato, Avvocatura Generale dello Stato, Italian Republic, Rome, Italy",,Pending,Original Proceeding,Y,TR8413,VC Holding II S.a.r.l. and others  v. Italian Republic (ICSID Case No. ARB/16/39),,,Electric Power & Other Energy,,ECT (Energy Charter Treaty),Y,,,ICSID Convention - Arbitration Rules,,CD27,Renewable energy generation enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C6106,,,<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=261' target=_blank>Horacio A. GRIGERA NAÓN</a>  (Argentine)  - Appointed by the Claimant(s)<br><a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=659' target=_blank>Zachary DOUGLAS</a>  (Australian)  - Appointed by the Respondent(s),"International Dispute Resources, LLC, Fort Lauderdale, FL, U.S.A.<br>Jones Day, Miami, FL, U.S.A., London, U.K., and Washington, D.C., U.S.A.",Claimant(s)/Nationality(ies):,"Mr. Oscar Rivera (U.S.), Omega Engineering LLC (U.S.)",Composition of Tribunal,"May 1, 2017",,Date of Constitution of Tribunal:,,,"December 30, 2016",,Y,English,"June 25, 2018 - <span style=""font-family: 'Calibri',sans-serif; font-size: 11pt; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">The Claimants file a memorial on the merits.</span>","<a href='https://icsid.worldbank.org/en/Pages/arbitrators/ViewProfile.aspx?cvid=1976' target=_blank>Laurence SHORE</a>  (British, U.S.)  - Appointed by the Parties",PR7576,,Y,,,Republic of Panama (Panamanian),"Shearman & Sterling, New York, NY, and Washington, D.C., U.S.A. ",,Pending,Original Proceeding,Y,TR8091,Omega Engineering LLC and Oscar Rivera v. Republic of Panama (ICSID Case No. ARB/16/42),,,Construction,BIT United States of America - Panama 1982,2007 US Panama Trade Promotion Agreement (TPA),Y,,,ICSID Convention - Arbitration Rules,,CD27,Infrastructure construction projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
